Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Oxytocin signaling pathway	34/154	7.085154e-03	1.523067e-02	0	0	1.681388e+00	8.322458e+00	CAMK2D;ITPR1;ITPR2;ADCY3;ITPR3;MYL6B;ACTB;PIK3R6;ADCY6;CAMKK2;GNAI2;TRPM2;RGS2;EEF2K;MAPK7;CD38;PRKACA;PRKACB;HRAS;MAP2K5;MAPK3;MAP2K1;CAMK1D;PRKCB;NFATC2;PLA2G4A;NFATC1;CACNA2D4;RHOA;CACNB3;MYL6;CAMK4;CALM3;CAMK1
KEGG_2021_Human	Various types of N-glycan biosynthesis	12/39	7.263654e-03	1.550888e-02	0	0	2.631684e+00	1.296071e+01	B4GALT2;MAN1A2;HEXB;MGAT4A;MGAT4B;ALG2;ALG13;MAN1A1;ALG12;ALG11;MAN1B1;ST3GAL3
KEGG_2021_Human	Sulfur metabolism	5/10	8.463042e-03	1.794847e-02	0	0	5.914562e+00	2.822457e+01	MPST;SELENBP1;TST;SUOX;PAPSS2
KEGG_2021_Human	Glucagon signaling pathway	25/107	9.372132e-03	1.974396e-02	0	0	1.807605e+00	8.441542e+00	ATF2;PYGB;CAMK2D;PDE3B;ITPR1;ITPR2;ITPR3;PYGL;ACACA;FOXO1;AKT2;AKT3;CREB3L2;AKT1;PRKACA;PRKACB;CPT1A;PRMT1;PGAM1;CREB3;G6PC3;PKM;CALM3;FBP1;PFKP
KEGG_2021_Human	Arginine and proline metabolism	14/50	9.674302e-03	2.024556e-02	0	0	2.303107e+00	1.068246e+01	GAMT;OAT;GOT1;ARG1;GOT2;SAT1;SRM;ALDH3A2;ALDH4A1;GATM;ALDH1B1;SMS;PRODH;L3HYPDH
KEGG_2021_Human	Chemical carcinogenesis	48/239	1.074181e-02	2.233166e-02	0	0	1.492411e+00	6.766013e+00	NOTCH2;ATF2;HSP90AB1;MGST2;ADCY3;PIK3CD;ADRB1;ADRB2;ARRB2;PIK3CB;ADCY6;GNAI2;RXRB;HPGDS;AKT2;RPS6KA2;AKT3;CREB3L2;KPNA6;AKT1;CYP1B1;KPNA5;PRKACA;JAK2;PRKACB;HRAS;KPNA1;MAPK3;PAQR8;GSTM4;STAT5B;MAP2K1;HSP90AA1;PAQR7;JAG1;PRKCB;GSTO1;VDR;BAD;PTGES3;KLF4;MTOR;CREB3;BCL6;BIRC5;GRB2;SOS1;SOS2
KEGG_2021_Human	Small cell lung cancer	22/92	1.081894e-02	2.234499e-02	0	0	1.862750e+00	8.431657e+00	ITGB1;LAMB2;FN1;PIK3CD;TRAF2;LAMC1;PIK3CB;PTK2;DDB2;RXRB;CCNE2;TRAF4;AKT2;CASP3;AKT3;TRAF5;AKT1;COL4A5;E2F2;ITGAV;BAK1;BCL2L1
KEGG_2021_Human	Ferroptosis	12/41	1.112996e-02	2.283810e-02	0	0	2.449902e+00	1.101994e+01	PRNP;STEAP3;ACSL1;PCBP1;GSS;SLC11A2;HMOX1;CYBB;SLC39A8;SAT1;SLC39A14;FTL
KEGG_2021_Human	Aldosterone synthesis and secretion	23/98	1.169644e-02	2.384564e-02	0	0	1.817691e+00	8.085947e+00	ATF2;SCARB1;CAMK2D;CAMK1D;PRKCB;PRKCE;ITPR1;ITPR2;ADCY3;ITPR3;ATP1A1;ATP1B1;ADCY6;NR4A1;CREB3;PRKD3;CAMK4;CREB3L2;ORAI1;CALM3;CAMK1;PRKACA;PRKACB
KEGG_2021_Human	Peroxisome	20/82	1.178632e-02	2.387486e-02	0	0	1.911481e+00	8.488535e+00	ABCD4;PHYH;ABCD3;ACSL1;IDH1;ECH1;PEX11B;HSD17B4;PEX10;PEX1;SOD2;PEX13;PEX26;GNPAT;SLC25A17;MLYCD;MPV17;ACOX3;DECR2;ABCD1
KEGG_2021_Human	cGMP-PKG signaling pathway	35/167	1.428432e-02	2.875061e-02	0	0	1.572930e+00	6.682737e+00	ATF2;PDE3B;ITPR1;ITPR2;ATP2A2;ADCY3;IRS2;ADRB1;ITPR3;ADRB2;ATP1A1;PIK3R6;ADCY6;GNAI2;RGS2;AKT2;AKT3;CREB3L2;GNA12;AKT1;GTF2I;MAPK3;MEF2A;VASP;MAP2K1;BAD;PRKCE;INSR;NFATC2;NFATC1;ATP1B1;RHOA;CREB3;VDAC1;CALM3
KEGG_2021_Human	Allograft rejection	11/38	1.607348e-02	3.214696e-02	0	0	2.411541e+00	9.961075e+00	HLA-DRB5;HLA-B;CD28;HLA-DPB1;GZMB;HLA-C;HLA-DRA;HLA-F;HLA-DRB1;HLA-DPA1;HLA-E
KEGG_2021_Human	Type I diabetes mellitus	12/43	1.641288e-02	3.261931e-02	0	0	2.291575e+00	9.417661e+00	HLA-DRB5;ICA1;HLA-B;CD28;HLA-DPB1;GZMB;HLA-C;HLA-DRA;HLA-F;HLA-DRB1;HLA-DPA1;HLA-E
KEGG_2021_Human	Adipocytokine signaling pathway	17/69	1.746828e-02	3.449986e-02	0	0	1.936329e+00	7.837039e+00	CPT1A;ACSL1;IRS2;TRAF2;TNFRSF1B;ADIPOR1;MTOR;CAMKK2;RXRB;SOCS3;MAPK8;G6PC3;AKT2;AKT3;LEPR;AKT1;JAK2
KEGG_2021_Human	Sulfur relay system	4/8	1.886546e-02	3.702786e-02	0	0	5.912863e+00	2.347656e+01	MPST;CTU2;NFS1;TST
KEGG_2021_Human	Axon guidance	37/182	1.910570e-02	3.726791e-02	0	0	1.513630e+00	5.990598e+00	ITGB1;NRP1;SEMA7A;CAMK2D;LRRC4;PIK3CD;CXCR4;PIK3CB;PRKCZ;NTN1;MYL12B;GNAI2;EFNB1;ABLIM1;PAK1;CFL1;ABL1;RAC2;PLCG1;LRIG2;HRAS;NEO1;PLXNA3;MAPK3;PAK4;SEMA4A;ARHGEF12;SEMA4D;LIMK2;SEMA4B;LIMK1;NFATC2;SSH3;PTK2;RHOA;CXCL12;PLXNB1
KEGG_2021_Human	Retrograde endocannabinoid signaling	31/148	2.033104e-02	3.941478e-02	0	0	1.570970e+00	6.119881e+00	NDUFB9;NDUFA10;ITPR1;NDUFB2;ITPR2;ADCY3;ITPR3;ADCY6;GNAI2;MAPK8;GNG2;GNG5;GNG7;NDUFV3;PRKACA;PRKACB;NDUFV1;MAPK3;NDUFA5;PRKCB;NDUFC2;NDUFC1;MAPK14;MAPK12;MAPK13;MAPK11;NDUFS8;GNB2;GNB1;NDUFS4;NDUFS3
KEGG_2021_Human	Parkinson disease	48/249	2.197816e-02	4.234817e-02	0	0	1.417323e+00	5.410924e+00	NDUFB9;CAMK2D;PSMD11;UQCRB;LRRK2;NDUFA10;ITPR1;NDUFB2;ITPR2;ITPR3;GNAI2;PSMD8;KLC4;TUBB6;MAPK8;PSMB5;KLC2;PSMD2;CASP3;PSMD3;MFN2;PLCG1;NDUFV3;PRKACA;PRKACB;NDUFV1;SLC18A2;MAP3K5;SNCA;XBP1;NDUFA5;NDUFC2;NDUFC1;SDHA;SDHB;TUBA4A;COX6B1;ERN1;PSMA3;NDUFS8;UQCRQ;NDUFS4;NDUFS3;VDAC1;CALM3;UBA52;MCU;BCL2L1
KEGG_2021_Human	Citrate cycle (TCA cycle)	9/30	2.244539e-02	4.272736e-02	0	0	2.535949e+00	9.628163e+00	CS;ACLY;IDH3G;IDH1;IDH3B;SUCLG2;ACO1;SDHA;SDHB
KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	9/30	2.244539e-02	4.272736e-02	0	0	2.535949e+00	9.628163e+00	CS;GRHPR;ACSS2;PCCA;AFMID;AMT;ACO1;ACAT2;ACAT1
KEGG_2021_Human	Toll-like receptor signaling pathway	23/104	2.319745e-02	4.389457e-02	0	0	1.682454e+00	6.332275e+00	MAP2K1;PIK3CD;PIK3CB;MAPK14;MAPK12;MAPK13;TLR1;MAPK11;MAPK8;IRF3;AKT2;TOLLIP;CCL5;AKT3;AKT1;TLR8;MAP3K8;TAB2;CD14;MAP2K7;MYD88;MAP2K6;MAPK3
KEGG_2021_Human	Pantothenate and CoA biosynthesis	7/21	2.401794e-02	4.517661e-02	0	0	2.957771e+00	1.102939e+01	ALDH3A2;PANK3;ALDH1B1;VNN2;BCAT1;COASY;BCAT2
KEGG_2021_Human	Glutathione metabolism	14/57	3.003693e-02	5.583336e-02	0	0	1.927392e+00	6.756141e+00	GGT5;GSTM4;RRM2;GSTO1;GSS;IDH1;GSR;MGST2;PRDX6;SRM;GGCT;HPGDS;SMS;GGT1
KEGG_2021_Human	Legionellosis	14/57	3.003693e-02	5.583336e-02	0	0	1.927392e+00	6.756141e+00	HSPA8;VCP;ITGAM;CR1;BNIP3;ITGB2;CXCL1;NLRC4;CLK4;CASP3;CD14;NAIP;HSPA1B;MYD88
KEGG_2021_Human	Graft-versus-host disease	11/42	3.319630e-02	6.134521e-02	0	0	2.099883e+00	7.150765e+00	HLA-DRB5;HLA-B;CD28;HLA-DPB1;GZMB;HLA-C;HLA-DRA;HLA-F;HLA-DRB1;HLA-DPA1;HLA-E
KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	10/37	3.371293e-02	6.157970e-02	0	0	2.191551e+00	7.429079e+00	ALDH4A1;ALDH5A1;GOT1;PPAT;GPT2;CAD;GOT2;ASNS;NIT2;GLS
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	10/37	3.371293e-02	6.157970e-02	0	0	2.191551e+00	7.429079e+00	SLC9A3R2;PRKCB;INSR;NEDD4L;PIK3CD;ATP1A1;PIK3CB;ATP1B1;SGK1;MAPK3
KEGG_2021_Human	Influenza A	34/172	3.462196e-02	6.287666e-02	0	0	1.460527e+00	4.912143e+00	PIK3CD;PIK3CB;NXT2;ACTB;SOCS3;XPO1;PABPN1;AKT2;CASP3;CCL5;AKT3;KPNA6;AKT1;TRIM25;KPNA5;BAK1;JAK2;KPNA1;HLA-DPA1;JAK1;MAPK3;CPSF4;MAP2K1;HLA-DRB5;PRKCB;IFNGR2;MAVS;IRF3;OAS2;HLA-DPB1;HLA-DRA;VDAC1;HLA-DRB1;MYD88
KEGG_2021_Human	Gastric cancer	30/149	3.620987e-02	6.538468e-02	0	0	1.494045e+00	4.957874e+00	ABCB1;SHC1;TCF7;LEF1;PIK3CD;PIK3CB;LRP6;RXRB;FRAT1;FRAT2;AKT2;AKT3;DVL2;CTNNA1;AKT1;E2F2;BAK1;HRAS;MAPK3;TCF7L2;MAP2K1;SMAD4;FZD5;CSNK1A1;MTOR;DDB2;CCNE2;GRB2;SOS1;SOS2
KEGG_2021_Human	Cushing syndrome	31/155	3.656513e-02	6.565103e-02	0	0	1.481675e+00	4.902360e+00	ATF2;SCARB1;CAMK2D;TCF7;LEF1;ITPR1;ITPR2;ADCY3;ITPR3;ADCY6;GNAI2;RAP1A;RASD1;CREB3L2;DVL2;WDR5;E2F2;PRKACA;PRKACB;MEN1;MAPK3;TCF7L2;MAP2K1;CDKN2C;FZD5;NR4A1;CREB3;ARMC5;CCNE2;WDR5B;ORAI1
KEGG_2021_Human	GnRH secretion	15/64	3.734180e-02	6.657981e-02	0	0	1.812190e+00	5.957831e+00	MAP2K1;GABBR1;PRKCB;ITPR1;PIK3CD;ITPR2;ITPR3;ARRB2;PIK3CB;AKT2;AKT3;AKT1;KCNN4;HRAS;MAPK3
KEGG_2021_Human	Thyroid hormone synthesis	17/75	3.750382e-02	6.657981e-02	0	0	1.735409e+00	5.697889e+00	ATF2;PRKCB;GSR;ITPR1;ADCY3;ITPR2;ITPR3;TTF2;ATP1A1;TTF1;ATP1B1;ADCY6;ASGR2;CREB3;CREB3L2;PRKACA;PRKACB
KEGG_2021_Human	Spliceosome	30/150	3.920310e-02	6.917503e-02	0	0	1.481507e+00	4.798601e+00	TCERG1;RBM25;RBM8A;DDX42;PRPF19;PRPF8;SNRNP70;PCBP1;DHX38;HNRNPA1;SF3B1;CTNNBL1;HSPA8;RBM17;CCDC12;NCBP2;THOC1;THOC3;CHERP;PRPF4;LSM7;LSM6;ACIN1;RP9;PRPF31;SRSF6;HNRNPA1L2;SRSF8;HSPA1B;RBM22
KEGG_2021_Human	Notch signaling pathway	14/59	3.940350e-02	6.917503e-02	0	0	1.841514e+00	5.955275e+00	TLE4;NOTCH2;NUMBL;JAG1;MAML2;RBPJ;DTX4;KAT2B;ADAM17;KAT2A;APH1B;ATXN1;NUMB;DVL2
KEGG_2021_Human	Fructose and mannose metabolism	9/33	4.058738e-02	7.085973e-02	0	0	2.218566e+00	7.108947e+00	PFKFB2;HK3;PFKFB4;PFKFB3;GMDS;PMM1;ENOSF1;FBP1;PFKP
KEGG_2021_Human	Fanconi anemia pathway	13/54	4.146947e-02	7.190036e-02	0	0	1.876594e+00	5.972818e+00	FANCL;REV1;FANCF;SLX4;ERCC4;ERCC1;POLI;PMS2;ATRIP;POLH;FAN1;TELO2;ATR
KEGG_2021_Human	Measles	28/139	4.163850e-02	7.190036e-02	0	0	1.494603e+00	4.750941e+00	PIK3CD;PIK3CB;CD3E;CD3D;MAPK8;AKT2;CASP3;AKT3;AKT1;BAK1;JAK3;JAK1;HSPA8;STAT5B;BAD;EIF2AK4;MAVS;CCNE2;IRF3;OAS2;IL2RA;IL2RB;CD28;TAB2;CD46;MYD88;HSPA1B;BCL2L1
KEGG_2021_Human	Gastric acid secretion	17/76	4.202302e-02	7.216996e-02	0	0	1.705895e+00	5.406898e+00	CAMK2D;PRKCB;ITPR1;KCNJ15;ADCY3;ITPR2;ITPR3;SLC4A2;ATP1A1;ATP1B1;ACTB;ADCY6;GNAI2;CALM3;PRKACA;EZR;PRKACB
KEGG_2021_Human	Inflammatory bowel disease	15/65	4.227526e-02	7.221072e-02	0	0	1.775842e+00	5.617970e+00	HLA-DRB5;IFNGR2;RORA;NFATC1;GATA3;IL18RAP;MAF;STAT4;HLA-DPB1;HLA-DRA;IL12RB1;HLA-DRB1;IL18R1;HLA-DPA1;IL12RB2
KEGG_2021_Human	Salivary secretion	20/93	4.257633e-02	7.233398e-02	0	0	1.622402e+00	5.121041e+00	SLC12A2;PRKCB;ITPR1;ADCY3;ITPR2;ADRB1;ITPR3;SLC4A2;ADRB2;ATP1A1;ATP1B1;LYZ;ADCY6;BST1;CD38;CALM3;PRKACA;KCNN4;PRKACB;CAMP
KEGG_2021_Human	Glycosaminoglycan degradation	6/19	4.620383e-02	7.807706e-02	0	0	2.729465e+00	8.392266e+00	NAGLU;IDUA;HEXB;IDS;HPSE;GNS
KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	15/66	4.765431e-02	8.009980e-02	0	0	1.740919e+00	5.298979e+00	MTFMT;AARS2;MARS2;GATC;QRSL1;YARS2;HARS2;FARS2;WARS2;LARS2;SEPSECS;NARS2;VARS2;EARS2;FARSB
KEGG_2021_Human	Breast cancer	29/147	4.907851e-02	8.205718e-02	0	0	1.456060e+00	4.389053e+00	NOTCH2;SHC1;TCF7;LEF1;PIK3CD;PIK3CB;LRP6;FRAT1;FRAT2;AKT2;AKT3;DVL2;AKT1;E2F2;BAK1;HRAS;MAPK3;NCOA1;TCF7L2;MAP2K1;JAG1;FZD5;CSNK1A1;MTOR;DDB2;GRB2;SOS1;SOS2;FGFR1
KEGG_2021_Human	Vibrio cholerae infection	12/50	4.996386e-02	8.309779e-02	0	0	1.868677e+00	5.599406e+00	SLC12A2;SEC61A1;ATP6V1G1;KDELR1;SEC61G;ADCY3;PLCG1;PRKACA;ATP6V0D1;PRKACB;ACTB;ATP6V1C1
KEGG_2021_Human	ABC transporters	11/45	5.251557e-02	8.688440e-02	0	0	1.914262e+00	5.640653e+00	ABCD4;ABCA1;ABCA2;ABCC1;ABCB1;ABCD3;ABCB10;TAP1;ABCB8;ABCA13;ABCD1
KEGG_2021_Human	Glycine, serine and threonine metabolism	10/40	5.492689e-02	9.040051e-02	0	0	1.972049e+00	5.722397e+00	GAMT;GRHPR;SRR;GATM;PGAM1;AMT;PHGDH;SDSL;PSPH;GCAT
KEGG_2021_Human	p53 signaling pathway	16/73	5.588301e-02	9.149757e-02	0	0	1.661501e+00	4.792591e+00	STEAP3;RRM2;GORAB;EI24;DDB2;CCNB2;CCNB1;TP53I3;SESN3;CCNE2;CASP3;SESN2;CCNG1;CDK1;ATR;BCL2L1
KEGG_2021_Human	Chagas disease	21/102	5.784680e-02	9.422469e-02	0	0	1.535085e+00	4.374927e+00	C1QB;IFNGR2;PIK3CD;PIK3CB;CD3E;MAPK14;CD3D;MAPK12;GNAI2;MAPK13;MAPK11;GNA15;MAPK8;AKT2;CCL5;AKT3;AKT1;CD247;MYD88;MAPK3;C1QC
KEGG_2021_Human	cAMP signaling pathway	40/216	5.840200e-02	9.464119e-02	0	0	1.347084e+00	3.826265e+00	CAMK2D;PTGER2;PDE3B;ADCY3;ATP2A2;PIK3CD;ADRB1;ADRB2;PIK3CB;ATP1A1;ADCY6;GNAI2;PAK1;MAPK8;RAP1A;AKT2;AKT3;CREB3L2;RAC2;PDE4B;AKT1;PDE4A;FFAR2;PRKACA;PRKACB;MAPK3;VAV3;GABBR1;MAP2K1;BAD;ARAP3;NFATC1;ATP1B1;RHOA;TIAM1;CREB3;CAMK4;ORAI1;CALM3;ACOX3
KEGG_2021_Human	Morphine addiction	19/91	6.101071e-02	9.836421e-02	0	0	1.562237e+00	4.369117e+00	GABBR1;PRKCB;PDE3B;ADCY3;ARRB2;ADCY6;GNAI2;GNG2;GNG5;GRK5;GRK4;GNG7;GNB2;GRK6;GNB1;PDE4B;PDE4A;PRKACA;PRKACB
KEGG_2021_Human	Homologous recombination	10/41	6.359433e-02	1.020092e-01	0	0	1.908323e+00	5.257870e+00	BABAM1;BARD1;RAD52;POLD4;RAD50;RAD51D;XRCC2;POLD2;RBBP8;SSBP1
KEGG_2021_Human	Starch and sucrose metabolism	9/36	6.667872e-02	1.064165e-01	0	0	1.971712e+00	5.339139e+00	GPI;PYGB;HK3;MGAM;UGP2;G6PC3;PYGL;GYG1;PGM2L1
KEGG_2021_Human	Carbohydrate digestion and absorption	11/47	6.890370e-02	1.088678e-01	0	0	1.807703e+00	4.835687e+00	HK3;MGAM;G6PC3;PRKCB;AKT2;AKT3;PIK3CD;AKT1;ATP1A1;PIK3CB;ATP1B1
KEGG_2021_Human	Other types of O-glycan biosynthesis	11/47	6.890370e-02	1.088678e-01	0	0	1.807703e+00	4.835687e+00	B4GALT2;POMT2;POGLUT1;GALNT3;GALNT2;POMT1;EOGT;XXYLT1;COLGALT1;OGT;ST3GAL3
KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	7/26	7.132924e-02	1.121395e-01	0	0	2.178772e+00	5.752938e+00	PIGB;PIGO;PIGM;PIGW;PIGG;PIGF;PIGX
KEGG_2021_Human	Tryptophan metabolism	10/42	7.309372e-02	1.143446e-01	0	0	1.848579e+00	4.835907e+00	ALDH3A2;GCDH;ECHS1;ALDH1B1;HAAO;KYNU;AFMID;CYP1B1;ACAT2;ACAT1
KEGG_2021_Human	Biosynthesis of unsaturated fatty acids	7/27	8.477364e-02	1.313160e-01	0	0	2.069713e+00	5.107576e+00	FADS2;ACOT7;ELOVL5;SCD5;HSD17B4;ACOX3;FADS1
KEGG_2021_Human	Fatty acid elongation	7/27	8.477364e-02	1.313160e-01	0	0	2.069713e+00	5.107576e+00	ECHS1;ACOT7;MECR;ELOVL5;PPT1;THEM4;PPT2
KEGG_2021_Human	Selenocompound metabolism	5/17	8.741608e-02	1.347487e-01	0	0	2.463392e+00	6.003474e+00	SEPSECS;MARS2;MTR;SEPHS2;PAPSS2
KEGG_2021_Human	SNARE interactions in vesicular transport	8/33	9.429135e-02	1.446411e-01	0	0	1.892410e+00	4.468672e+00	STX17;GOSR1;BNIP1;STX4;STX3;VAMP5;STX11;VAMP3
KEGG_2021_Human	Riboflavin metabolism	3/8	9.662165e-02	1.469324e-01	0	0	3.546284e+00	8.287498e+00	FLAD1;ACP5;BLVRB
KEGG_2021_Human	Glycolysis / Gluconeogenesis	14/67	9.717994e-02	1.469324e-01	0	0	1.562817e+00	3.643224e+00	GPI;ACSS2;PGAM1;ENO2;ENO3;ADH5;ALDH3A2;HK3;PKM;G6PC3;ALDH1B1;PGK1;FBP1;PFKP
KEGG_2021_Human	Long-term potentiation	14/67	9.717994e-02	1.469324e-01	0	0	1.562817e+00	3.643224e+00	MAP2K1;CAMK2D;PRKCB;ITPR1;ITPR2;ITPR3;RAP1A;RPS6KA2;CAMK4;CALM3;PRKACA;HRAS;PRKACB;MAPK3
KEGG_2021_Human	Malaria	11/50	9.905032e-02	1.490472e-01	0	0	1.668355e+00	3.857450e+00	CR1;GYPC;LRP1;ITGB2;HBB;HBA2;HBA1;ITGAL;THBS4;MYD88;THBS3
KEGG_2021_Human	Butanoate metabolism	7/28	9.955902e-02	1.491026e-01	0	0	1.971040e+00	4.547198e+00	ECHS1;ALDH5A1;ACSM3;ACADS;AACS;ACAT2;ACAT1
KEGG_2021_Human	Vascular smooth muscle contraction	25/133	1.002978e-01	1.495004e-01	0	0	1.370345e+00	3.151261e+00	CALCRL;ITPR1;ITPR2;ADCY3;ITPR3;ADM;MYL6B;PLA2G6;ADCY6;GNA12;PRKACA;PRKACB;MAPK3;MAP2K1;PLA2G12A;ARHGEF12;PRKCB;PRKCE;PLA2G4A;RHOA;ACTA2;MYL6;MYH9;CALM3;RAMP1
KEGG_2021_Human	Mismatch repair	6/23	1.041865e-01	1.545677e-01	0	0	2.086749e+00	4.719336e+00	POLD4;MSH3;POLD2;PMS2;SSBP1;MLH3
KEGG_2021_Human	Fatty acid biosynthesis	5/18	1.072378e-01	1.583511e-01	0	0	2.273767e+00	5.076656e+00	MECR;ACSL1;FASN;MCAT;ACACA
KEGG_2021_Human	Necroptosis	29/159	1.097916e-01	1.603098e-01	0	0	1.320721e+00	2.917699e+00	PYGB;CAMK2D;HSP90AB1;PYGL;MAPK8;AIFM1;CHMP1B;STAT4;TRPM7;DNM1L;JAK2;JAK3;JAK1;ZBP1;STAT5B;HSP90AA1;PARP1;USP21;IFNGR2;CYBB;PLA2G4A;TRAF2;SPATA2L;TRAF5;CHMP4B;VDAC1;SQSTM1;PPID;FTL
KEGG_2021_Human	NF-kappa B signaling pathway	20/104	1.099339e-01	1.603098e-01	0	0	1.409034e+00	3.110972e+00	LYN;PARP1;SYK;BCL2A1;IL1R1;PRKCB;CXCL1;TRAF2;ZAP70;CXCL12;PLAU;LCK;TRAF5;TRIM25;TAB2;CD14;PLCG1;ERC1;MYD88;BCL2L1
KEGG_2021_Human	Glycerophospholipid metabolism	19/98	1.100861e-01	1.603098e-01	0	0	1.423226e+00	3.140336e+00	PLA2G12A;DGKD;LPGAT1;PNPLA7;MBOAT7;LPCAT1;PLA2G4A;PLA2G6;DGKZ;AGPAT4;GNPAT;PTDSS2;PTDSS1;GPAM;LPCAT4;PEMT;PNPLA6;ADPRM;LPIN1
KEGG_2021_Human	Wnt signaling pathway	30/166	1.150186e-01	1.667241e-01	0	0	1.305981e+00	2.824395e+00	INVS;CAMK2D;CHD8;TCF7;LEF1;CBY1;PRICKLE1;NLK;PRICKLE4;LRP6;FRAT1;MAPK8;FRAT2;DVL2;RAC2;PRKACA;PRKACB;SKP1;TLE4;TCF7L2;SMAD4;FZD5;PRKCB;CSNK1A1;NFATC2;NFATC1;SENP2;RHOA;VANGL1;PPARD
KEGG_2021_Human	Renin secretion	14/69	1.171144e-01	1.689870e-01	0	0	1.505810e+00	3.229367e+00	PTGER4;PTGER2;PDE3B;ITPR1;ITPR2;ADRB1;ITPR3;ADRB2;ADCY6;GNAI2;ORAI1;CALM3;PRKACA;PRKACB
KEGG_2021_Human	Rheumatoid arthritis	18/93	1.188979e-01	1.707807e-01	0	0	1.420069e+00	3.024023e+00	ATP6V1G1;HLA-DRB5;CSF1;ITGB2;TNFSF13;CXCL1;ITGAL;CXCL12;CTSL;CCL5;CD28;HLA-DPB1;ACP5;HLA-DRA;ATP6V0D1;ATP6V1C1;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Viral protein interaction with cytokine and cytokine receptor	19/100	1.276077e-01	1.824617e-01	0	0	1.387921e+00	2.857444e+00	CCR1;CSF1;IL10RA;TNFRSF10C;CXCR4;CXCL1;TNFRSF1B;IL18RAP;CXCL12;CXCR1;CCL5;IL2RA;IL2RB;TNFRSF14;CCR7;IL6ST;CCR5;IL18R1;CCR2
KEGG_2021_Human	Bladder cancer	9/41	1.292675e-01	1.840024e-01	0	0	1.663145e+00	3.402581e+00	MAP2K1;DAPK1;DAPK2;MMP2;DAPK3;E2F2;HRAS;MMP9;MAPK3
KEGG_2021_Human	beta-Alanine metabolism	7/30	1.330135e-01	1.879037e-01	0	0	1.799434e+00	3.630006e+00	ALDH3A2;ECHS1;ALDH1B1;MLYCD;ACOX3;ACADS;HIBCH
KEGG_2021_Human	Pyruvate metabolism	10/47	1.331976e-01	1.879037e-01	0	0	1.598303e+00	3.222054e+00	ALDH3A2;GRHPR;ACSS2;PKM;ALDH1B1;ACYP1;ACACA;ACAT2;ADH5;ACAT1
KEGG_2021_Human	Autoimmune thyroid disease	11/53	1.358940e-01	1.908555e-01	0	0	1.548915e+00	3.091449e+00	HLA-DRB5;HLA-B;CD28;HLA-DPB1;HLA-C;GZMB;HLA-DRA;HLA-F;HLA-DRB1;HLA-DPA1;HLA-E
KEGG_2021_Human	Hippo signaling pathway	29/163	1.376496e-01	1.922825e-01	0	0	1.280995e+00	2.540269e+00	YWHAE;TCF7;ITGB2;LEF1;PRKCZ;AREG;ACTB;AMOT;SAV1;PAK1;DVL2;CTNNA1;YWHAG;YWHAH;SMAD1;TCF7L2;PRKCI;SMAD4;FZD5;SCRIB;SMAD7;LATS1;MOB1A;DLG4;DLG5;ID2;ID1;BIRC5;LLGL1
KEGG_2021_Human	GABAergic synapse	17/89	1.385927e-01	1.922825e-01	0	0	1.396820e+00	2.760418e+00	GABARAPL2;GABBR1;PRKCB;PLCL1;ADCY3;ADCY6;GABARAP;GLS;GNAI2;TRAK2;GNG2;GNG5;GNG7;GNB2;GNB1;PRKACA;PRKACB
KEGG_2021_Human	Cortisol synthesis and secretion	13/65	1.387355e-01	1.922825e-01	0	0	1.478668e+00	2.920645e+00	ATF2;SCARB1;ITPR1;ADCY3;ITPR2;ITPR3;ADCY6;CREB3;NR4A1;CREB3L2;ORAI1;PRKACA;PRKACB
KEGG_2021_Human	Hepatitis C	28/157	1.396133e-01	1.926542e-01	0	0	1.284692e+00	2.529402e+00	YWHAE;SCARB1;PIK3CD;PIK3CB;SOCS3;AKT2;CASP3;AKT3;AKT1;E2F2;BAK1;HRAS;YWHAG;JAK1;YWHAH;MAPK3;MAP2K1;BAD;NR1H3;TRAF2;EIF2AK4;MAVS;OCLN;IRF3;OAS2;GRB2;SOS1;SOS2
KEGG_2021_Human	Glutamatergic synapse	21/114	1.437976e-01	1.975654e-01	0	0	1.336067e+00	2.591100e+00	PRKCB;HOMER2;GRIK5;ITPR1;ITPR2;PLA2G4A;ADCY3;ITPR3;ADCY6;GLS;GNAI2;GNG2;GNG5;DLG4;GNB2;GNG7;GNB1;HOMER3;PRKACA;PRKACB;MAPK3
KEGG_2021_Human	Melanoma	14/72	1.511372e-01	2.055668e-01	0	0	1.427672e+00	2.697683e+00	MAP2K1;BAD;PIK3CD;PIK3CB;DDB2;AKT2;PDGFD;AKT3;AKT1;E2F2;BAK1;HRAS;MAPK3;FGFR1
KEGG_2021_Human	Asthma	7/31	1.515730e-01	2.055668e-01	0	0	1.724357e+00	3.253323e+00	HLA-DRB5;FCER1G;HLA-DPB1;HLA-DRA;RNASE3;HLA-DRB1;HLA-DPA1
