Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2019_Human	Kennedy pathway from Sphingolipids WP3933	4/13	1.065969e-01	1.990399e-01	0	0	2.627171e+00	5.881449e+00	PTDSS2;SGPL1;PTDSS1;PEMT
WikiPathways_2019_Human	Purine metabolism WP4224	4/13	1.065969e-01	1.990399e-01	0	0	2.627171e+00	5.881449e+00	ATIC;PPAT;ADA;APRT
WikiPathways_2019_Human	Pathways Regulating Hippo Signaling WP4540	19/98	1.100861e-01	2.047056e-01	0	0	1.423226e+00	3.140336e+00	TCF7L2;PRKCI;PRKCB;FLT3;PRKCE;INSR;TCF7;MST1;LEF1;PRKCZ;RHOA;MTOR;GNAI2;LATS1;PRKAR1B;PRKD3;PRKACA;PRKACB;FGFR1
WikiPathways_2019_Human	Lung fibrosis WP3624	13/63	1.156285e-01	2.141268e-01	0	0	1.537995e+00	3.318029e+00	CEBPB;SERPINA1;MMP2;PARN;MMP9;SMAD7;MECP2;CYSLTR2;PLAU;CCL5;HMOX1;SKIL;CCR2
WikiPathways_2019_Human	Retinoblastoma Gene in Cancer WP2446	17/87	1.189213e-01	2.193220e-01	0	0	1.436898e+00	3.059577e+00	TOP2A;BARD1;RRM2;HMGB2;TTK;MAPK13;CCNA2;CCNB2;ANLN;CCNB1;RABIF;TFDP2;CCNE2;ABL1;CDK1;CCDC6;E2F2
WikiPathways_2019_Human	IL1 and megakaryocytes in obesity WP2865	6/24	1.227499e-01	2.245426e-01	0	0	1.970704e+00	4.133760e+00	SELENBP1;TLR1;IL1R1;MMP9;S100A9;MYD88
WikiPathways_2019_Human	Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling WP3612	6/24	1.227499e-01	2.245426e-01	0	0	1.970704e+00	4.133760e+00	MAPK11;MAPK8;HMOX1;MAPK14;MAPK12;MAPK13
WikiPathways_2019_Human	Preimplantation Embryo WP3527	12/58	1.252631e-01	2.282120e-01	0	0	1.542966e+00	3.205263e+00	ZFP36;IRF4;AQP9;ATP1A1;GATA3;GATA2;KLF4;MXD1;AQP3;MTA3;HNRNPAB;SMARCA4
WikiPathways_2019_Human	Mitochondrial Gene Expression WP391	5/19	1.290356e-01	2.313387e-01	0	0	2.111232e+00	4.323100e+00	MYEF2;CAMK4;TFB2M;POLRMT;TFB1M
WikiPathways_2019_Human	Nucleotide Metabolism WP404	5/19	1.290356e-01	2.313387e-01	0	0	2.111232e+00	4.323100e+00	RRM2;SAT1;OAZ1;SRM;POLG
WikiPathways_2019_Human	Overview of nanoparticle effects WP3287	5/19	1.290356e-01	2.313387e-01	0	0	2.111232e+00	4.323100e+00	AKT3;FN1;PIK3CD;HMOX1;PTK2
WikiPathways_2019_Human	Serotonin Receptor 4/6/7 and NR3C Signaling WP734	5/19	1.290356e-01	2.313387e-01	0	0	2.111232e+00	4.323100e+00	ELK4;MAP2K1;RAP1A;MAPKAPK2;MAPK3
WikiPathways_2019_Human	Cytosine methylation WP3585	3/9	1.298738e-01	2.319175e-01	0	0	2.955064e+00	6.031853e+00	MECP2;IDH1;TET3
WikiPathways_2019_Human	Extracellular vesicle-mediated signaling in recipient cells WP2870	7/30	1.330135e-01	2.356539e-01	0	0	1.799434e+00	3.630006e+00	TGFBR3;SMAD4;AKT1;PROM1;MFGE8;HRAS;MTOR
WikiPathways_2019_Human	Matrix Metalloproteinases WP129	7/30	1.330135e-01	2.356539e-01	0	0	1.799434e+00	3.630006e+00	MMP25;MMP2;MMP17;TIMP3;MMP19;MMP8;MMP9
WikiPathways_2019_Human	Target Of Rapamycin (TOR) Signaling WP1471	8/36	1.399273e-01	2.469304e-01	0	0	1.689355e+00	3.322341e+00	RPTOR;RRAGC;DDIT4;MLST8;ULK3;AKT1;TSC1;MTOR
WikiPathways_2019_Human	Apoptosis WP254	16/84	1.500202e-01	2.631919e-01	0	0	1.391830e+00	2.640281e+00	DFFA;BAD;GZMB;TRAF2;TNFRSF1B;IRF3;CASP6;CASP10;IRF4;CASP3;AKT1;BIRC5;BAK1;TNFRSF21;BCL2L2;BCL2L1
WikiPathways_2019_Human	Gastric Cancer Network 2 WP2363	7/31	1.515730e-01	2.631919e-01	0	0	1.724357e+00	3.253323e+00	TOP2A;PLAC8;RNF144B;UBE2C;S100A6;CD48;LMNB2
WikiPathways_2019_Human	Tumor suppressor activity of SMARCB1 WP4204	7/31	1.515730e-01	2.631919e-01	0	0	1.724357e+00	3.253323e+00	SMARCE1;SMARCD1;GLI4;SMARCB1;DPF2;ARID1B;SMARCA4
WikiPathways_2019_Human	BMP Signaling Pathway in Eyelid Development WP3927	5/20	1.526513e-01	2.631919e-01	0	0	1.970368e+00	3.703501e+00	SMAD1;FOXC1;SMAD4;SMAD5;MAPK3
WikiPathways_2019_Human	Imatinib and Chronic Myeloid Leukemia WP3640	5/20	1.526513e-01	2.631919e-01	0	0	1.970368e+00	3.703501e+00	SPRED2;ABCB1;NOP2;PIM1;ABL1
WikiPathways_2019_Human	Nanomaterial induced apoptosis WP2507	5/20	1.526513e-01	2.631919e-01	0	0	1.970368e+00	3.703501e+00	ENDOG;AIFM1;CASP6;CASP3;BAK1
WikiPathways_2019_Human	TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer WP2868	2/5	1.552700e-01	2.656710e-01	0	0	3.939415e+00	7.337515e+00	MAPK3;JAK1
WikiPathways_2019_Human	miR-517 relationship with ARCN1 and USP1 WP3596	2/5	1.552700e-01	2.656710e-01	0	0	3.939415e+00	7.337515e+00	ID2;ID1
WikiPathways_2019_Human	Electron Transport Chain (OXPHOS system in mitochondria) WP111	19/103	1.567773e-01	2.672340e-01	0	0	1.338117e+00	2.479436e+00	NDUFB9;UQCRB;NDUFA5;NDUFA10;NDUFB2;NDUFC2;NDUFC1;SDHA;SDHB;COX6B1;NDUFS8;SCO1;UQCRQ;NDUFS4;NDUFS3;COX11;NDUFV3;NDUFV1;SLC25A14
WikiPathways_2019_Human	Regulation of sister chromatid separation at the metaphase-anaphase transition WP4240	4/15	1.615380e-01	2.743098e-01	0	0	2.149252e+00	3.918118e+00	CDC20;CENPE;MAD1L1;ANAPC2
WikiPathways_2019_Human	Wnt/beta-catenin Signaling Pathway in Leukemia WP3658	6/26	1.642492e-01	2.778652e-01	0	0	1.773426e+00	3.203463e+00	FLT3;CSNK1A1;LEF1;AKT1;LRP6;PPARD
WikiPathways_2019_Human	Ethanol metabolism resulting in production of ROS by CYP2E1 WP4269	3/10	1.664396e-01	2.784306e-01	0	0	2.532764e+00	4.541556e+00	MAPK8;MAP2K1;MAFK
WikiPathways_2019_Human	Gamma-Glutamyl Cycle for the biosynthesis and degradation of glutathione, including diseases WP4518	3/10	1.664396e-01	2.784306e-01	0	0	2.532764e+00	4.541556e+00	GGCT;GSS;GGT1
WikiPathways_2019_Human	Vitamin D Metabolism WP1531	3/10	1.664396e-01	2.784306e-01	0	0	2.532764e+00	4.541556e+00	RXRB;VDR;CYP2R1
WikiPathways_2019_Human	Glycerophospholipid Biosynthetic Pathway WP2533	5/21	1.778996e-01	2.964993e-01	0	0	1.847112e+00	3.189105e+00	GNPAT;PTDSS1;PTPMT1;PEMT;LPIN1
WikiPathways_2019_Human	Canonical  and Non-canonical Notch signaling WP3845	6/27	1.869565e-01	3.104444e-01	0	0	1.688878e+00	2.832044e+00	NOTCH2;JAG1;MAML2;LEF1;ADAM10;RBPJ
WikiPathways_2019_Human	Endothelin Pathways WP2197	7/33	1.919788e-01	3.144313e-01	0	0	1.591528e+00	2.626610e+00	GNA15;MAP2K1;CALCRL;CAD;ATP2A2;ADRB1;RAMP1
WikiPathways_2019_Human	Oxidative Stress WP408	7/33	1.919788e-01	3.144313e-01	0	0	1.591528e+00	2.626610e+00	NFIX;GSR;HMOX1;CYBB;MAPK14;SOD2;JUNB
WikiPathways_2019_Human	Cori Cycle WP1946	4/16	1.921525e-01	3.144313e-01	0	0	1.970032e+00	3.249501e+00	GPI;PGAM1;PGK1;PFKP
WikiPathways_2019_Human	Osteoclast Signaling WP12	4/16	1.921525e-01	3.144313e-01	0	0	1.970032e+00	3.249501e+00	AIMP2;ATP6V1G1;MAPK8;ACP5
WikiPathways_2019_Human	Regulation of Apoptosis by Parathyroid Hormone-related Protein WP3872	5/22	2.045755e-01	3.303193e-01	0	0	1.738356e+00	2.758455e+00	BCL2A1;AKT1;BAK1;BCL2L2;BCL2L1
WikiPathways_2019_Human	Type II diabetes mellitus WP1584	5/22	2.045755e-01	3.303193e-01	0	0	1.738356e+00	2.758455e+00	MAPK8;INSR;PRKCZ;MTOR;SOCS4
WikiPathways_2019_Human	Vitamin D in inflammatory diseases WP4482	5/22	2.045755e-01	3.303193e-01	0	0	1.738356e+00	2.758455e+00	SMAD4;VDR;NFATC1;MAPK14;MAP2K6
WikiPathways_2019_Human	Methionine metabolism leading to Sulphur Amino Acids and related disorders WP4292	3/11	2.055320e-01	3.303193e-01	0	0	2.216039e+00	3.506113e+00	AHCY;ADK;MTR
WikiPathways_2019_Human	SRF and miRs in Smooth Muscle Differentiation and Proliferation WP1991	3/11	2.055320e-01	3.303193e-01	0	0	2.216039e+00	3.506113e+00	MEF2A;CAMK2D;KLF4
WikiPathways_2019_Human	Parkin-Ubiquitin Proteasomal System pathway WP2359	13/70	2.063376e-01	3.304338e-01	0	0	1.348565e+00	2.128361e+00	HSPA9;HSPA8;PSMD11;FBXW7;HSPA4;CASK;TUBA4A;PSMD8;TUBB6;PSMD2;PSMD3;HSPA1B;SNCA
WikiPathways_2019_Human	SCFA and skeletal muscle substrate metabolism WP4030	2/6	2.113490e-01	3.348840e-01	0	0	2.954388e+00	4.591841e+00	FFAR2;PPARD
WikiPathways_2019_Human	miRNA Biogenesis WP2338	2/6	2.113490e-01	3.348840e-01	0	0	2.954388e+00	4.591841e+00	XPO5;DROSHA
WikiPathways_2019_Human	mir-124 predicted interactions with cell cycle and differentiation  WP3595	2/6	2.113490e-01	3.348840e-01	0	0	2.954388e+00	4.591841e+00	CTDSP1;STRADB
WikiPathways_2019_Human	miRNA Regulation of DNA Damage Response WP1530	13/71	2.213726e-01	3.495357e-01	0	0	1.325236e+00	1.998334e+00	DDB2;RAD52;CCNB2;CCNB1;RAD50;CCNE2;CASP3;CCNG1;ABL1;CDK1;RAD1;ATRIP;ATR
WikiPathways_2019_Human	Canonical and Non-Canonical TGF-B signaling WP3874	4/17	2.243791e-01	3.522669e-01	0	0	1.818385e+00	2.717428e+00	SMAD4;MAPK8;BMP1;MAPK14
WikiPathways_2019_Human	Pathways Affected in Adenoid Cystic Carcinoma WP3651	12/65	2.246680e-01	3.522669e-01	0	0	1.338628e+00	1.998748e+00	SMARCE1;CEBPA;SETD2;SRCAP;FBXW7;KAT6A;MGA;ATRX;AKT1;DTX4;HRAS;CMTR2
WikiPathways_2019_Human	Estrogen signaling pathway WP712	5/23	2.324614e-01	3.607160e-01	0	0	1.641685e+00	2.395269e+00	MAP2K1;GNB1;AKT1;MAPK14;PRKACA
WikiPathways_2019_Human	Glutathione metabolism WP100	5/23	2.324614e-01	3.607160e-01	0	0	1.641685e+00	2.395269e+00	GGT5;IDH1;GSS;GSR;GGT1
WikiPathways_2019_Human	The human immune response to tuberculosis WP4197	5/23	2.324614e-01	3.607160e-01	0	0	1.641685e+00	2.395269e+00	IFITM1;IFNGR2;TAP1;JAK2;JAK1
WikiPathways_2019_Human	Gastric Cancer Network 1 WP2361	6/29	2.356107e-01	3.643465e-01	0	0	1.541838e+00	2.228842e+00	TOP2A;CCNA1;RNF216;UBE2C;S100P;AURKA
WikiPathways_2019_Human	Folate Metabolism WP176	12/66	2.410015e-01	3.714064e-01	0	0	1.313762e+00	1.869420e+00	ABCA1;SCARB1;AHCY;CSF1;FLAD1;INSR;HBB;MTHFR;MTR;HBA1;FOLR3;SOD2
WikiPathways_2019_Human	Bone Morphogenic Protein (BMP) Signalling and Regulation WP1425	3/12	2.463965e-01	3.771375e-01	0	0	1.969697e+00	2.759177e+00	SMAD1;SMAD4;NOG
WikiPathways_2019_Human	Iron metabolism in placenta WP2007	3/12	2.463965e-01	3.771375e-01	0	0	1.969697e+00	2.759177e+00	STEAP3;SLC11A2;ACO1
WikiPathways_2019_Human	Rett syndrome causing genes WP4312	9/48	2.529622e-01	3.858746e-01	0	0	1.364072e+00	1.874938e+00	MECP2;SYNGAP1;EIF2B2;TAF1B;CHD4;TCF4;HDAC8;SYNE2;SMARCA4
WikiPathways_2019_Human	Common Pathways Underlying Drug Addiction WP2636	8/42	2.564528e-01	3.898776e-01	0	0	1.390745e+00	1.892540e+00	MAP2K1;RAP1A;PRKCB;CAMK4;PRKACA;PRKACB;ACTB;MAPK3
WikiPathways_2019_Human	Hematopoietic Stem Cell Differentiation WP2849	10/55	2.680507e-01	4.033551e-01	0	0	1.313544e+00	1.729385e+00	SPI1;CSF1;LEF1;PIM1;CXCR4;NFATC2;GATA2;ACVR1B;CD34;RUNX1
WikiPathways_2019_Human	EV release from cardiac cells and their functional effects WP3297	2/7	2.689034e-01	4.033551e-01	0	0	2.363372e+00	3.104061e+00	CXCL12;KLF2
WikiPathways_2019_Human	Hfe effect on hepcidin production WP3924	2/7	2.689034e-01	4.033551e-01	0	0	2.363372e+00	3.104061e+00	ID1;SMAD7
WikiPathways_2019_Human	Pentose Phosphate Metabolism WP134	2/7	2.689034e-01	4.033551e-01	0	0	2.363372e+00	3.104061e+00	RPIA;TKT
WikiPathways_2019_Human	DNA Damage Response WP707	12/68	2.749214e-01	4.110121e-01	0	0	1.266693e+00	1.635643e+00	RAD52;CCNB2;CCNB1;RAD50;CCNE2;CASP3;ABL1;CDK1;RAD1;ATRIP;DDB2;ATR
WikiPathways_2019_Human	MECP2 and Associated Rett Syndrome WP3584	11/62	2.810553e-01	4.185528e-01	0	0	1.274904e+00	1.618113e+00	MECP2;GAMT;CEBPD;BCL6;HNRNPH1;TET3;NF1;AKT1;TAP1;SGK1;MTOR
WikiPathways_2019_Human	The effect of progerin on the involved genes in Hutchinson-Gilford Progeria Syndrome WP4320	7/37	2.831971e-01	4.185528e-01	0	0	1.379001e+00	1.739764e+00	MTA1;CBX5;KDM1A;LEF1;MBD2;CHD4;MTA3
WikiPathways_2019_Human	miRNAs involvement in the immune response in sepsis WP4329	7/37	2.831971e-01	4.185528e-01	0	0	1.379001e+00	1.739764e+00	MAPK8;LCN2;GZMB;TLR8;TAB2;MAPK14;MYD88
WikiPathways_2019_Human	Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850	6/31	2.875849e-01	4.185528e-01	0	0	1.418325e+00	1.767570e+00	ITGB1;EIF2B2;AKT1;TNFSF9;EIF4E;MTOR
WikiPathways_2019_Human	BMP2-WNT4-FOXO1 Pathway in Human Primary Endometrial Stromal Cell Differentiation WP3876	3/13	2.883364e-01	4.185528e-01	0	0	1.772624e+00	2.204483e+00	SMAD1;SMAD5;FOXO1
WikiPathways_2019_Human	Disorders of Folate Metabolism and Transport WP4259	3/13	2.883364e-01	4.185528e-01	0	0	1.772624e+00	2.204483e+00	ATIC;MTHFR;MTR
WikiPathways_2019_Human	Estrogen Receptor Pathway WP2881	3/13	2.883364e-01	4.185528e-01	0	0	1.772624e+00	2.204483e+00	GPAM;PDK4;CYP1B1
WikiPathways_2019_Human	Genes targeted by miRNAs in adipocytes WP1992	3/13	2.883364e-01	4.185528e-01	0	0	1.772624e+00	2.204483e+00	HDAC4;KCNE1;TMSB4X
WikiPathways_2019_Human	Mammary gland development pathway - Puberty (Stage 2 of 4) WP2814	3/13	2.883364e-01	4.185528e-01	0	0	1.772624e+00	2.204483e+00	FN1;VIM;AREG
WikiPathways_2019_Human	Extracellular vesicles in the crosstalk of cardiac cells WP4300	4/19	2.921980e-01	4.214394e-01	0	0	1.575749e+00	1.938681e+00	CD63;BIRC5;MMP9;ETS2
WikiPathways_2019_Human	Small Ligand GPCRs WP247	4/19	2.921980e-01	4.214394e-01	0	0	1.575749e+00	1.938681e+00	PTGER4;PTGER2;PTAFR;S1PR1
WikiPathways_2019_Human	Hedgehog Signaling Pathway WP4249	8/44	3.006635e-01	4.322639e-01	0	0	1.313327e+00	1.578309e+00	KIF3A;CSNK1A1;SPOP;SPOPL;ARRB2;PRKACA;PRKACB;CSNK1G1
WikiPathways_2019_Human	Striated Muscle Contraction Pathway WP383	7/38	3.075286e-01	4.407257e-01	0	0	1.334439e+00	1.573553e+00	ACTA2;MYH3;TPM3;TPM2;TNNI2;ACTN4;VIM
WikiPathways_2019_Human	Endochondral Ossification WP474	11/64	3.184306e-01	4.549009e-01	0	0	1.226651e+00	1.403718e+00	CDKN1C;HDAC4;STAT5B;IFT88;PLAU;KIF3A;AKT1;TIMP3;PRKACA;MMP9;FGFR1
WikiPathways_2019_Human	Androgen receptor signaling pathway WP138	15/90	3.195958e-01	4.551207e-01	0	0	1.182159e+00	1.348486e+00	NCOA1;SMARCE1;NCOA2;PIAS3;SMAD4;KDM1A;LIMK2;RHOA;FOXO1;PTK2;RHOB;KAT2B;ZNF318;AKT1;FLNA
WikiPathways_2019_Human	PPAR Alpha Pathway WP2878	5/26	3.211348e-01	4.558696e-01	0	0	1.406911e+00	1.598103e+00	SLC27A1;CPT1A;CDK1;NR1H3;PLTP
WikiPathways_2019_Human	ApoE and miR-146 in inflammation and atherosclerosis WP3926	2/8	3.263307e-01	4.599628e-01	0	0	1.969362e+00	2.205378e+00	SPI1;TRAF4
WikiPathways_2019_Human	FTO Obesity Variant Mechanism WP3407	2/8	3.263307e-01	4.599628e-01	0	0	1.969362e+00	2.205378e+00	FTO;PRDM16
WikiPathways_2019_Human	Hereditary leiomyomatosis and renal cell carcinoma pathway WP4206	4/20	3.270847e-01	4.599628e-01	0	0	1.477178e+00	1.650800e+00	EGLN1;SLC11A2;HIF1A;ACACA
WikiPathways_2019_Human	ERK Pathway in Huntington's Disease WP3853	3/14	3.307274e-01	4.636366e-01	0	0	1.611382e+00	1.782931e+00	CASP3;MAP2K7;HRAS
WikiPathways_2019_Human	One carbon metabolism and related pathways WP3940	9/52	3.364196e-01	4.701516e-01	0	0	1.236892e+00	1.347465e+00	GSS;GSR;MTHFR;PEMT;MTR;BCAT1;SOD2;DNM1;BCAT2
WikiPathways_2019_Human	Nuclear Receptors in Lipid Metabolism and Toxicity WP299	6/33	3.416411e-01	4.759705e-01	0	0	1.313110e+00	1.410273e+00	ABCA1;ABCD3;ABCB1;VDR;NR1H3;PPARD
WikiPathways_2019_Human	Sphingolipid pathway WP1422	5/27	3.516299e-01	4.883748e-01	0	0	1.342882e+00	1.403549e+00	ASAH1;SGPL1;CERK;KDSR;GBA2
WikiPathways_2019_Human	Bladder Cancer WP2828	7/40	3.572189e-01	4.946108e-01	0	0	1.253417e+00	1.290275e+00	MAP2K1;DAPK1;DAPK2;MMP2;DAPK3;HRAS;MMP9
WikiPathways_2019_Human	Selenium Micronutrient Network WP15	14/86	3.617892e-01	4.969029e-01	0	0	1.149125e+00	1.168308e+00	ABCA1;SCARB1;INSR;GSR;HBB;MTHFR;MTR;HBA1;SOD2;FLAD1;KYNU;ALOX5AP;GGT1;SEPHS2
WikiPathways_2019_Human	ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336	14/86	3.617892e-01	4.969029e-01	0	0	1.149125e+00	1.168308e+00	TCF7L2;FZD5;CSNK1A1;CHD8;LEF1;TCF7;SENP2;NLK;KLF4;LRP6;FRAT1;FRAT2;PLAU;DVL2
WikiPathways_2019_Human	Nicotine Activity on Dopaminergic Neurons WP1602	4/21	3.621870e-01	4.969029e-01	0	0	1.390204e+00	1.411884e+00	GNG2;GNB1;PRKACA;SLC18A2
WikiPathways_2019_Human	NRF2 pathway WP2884	23/146	3.649102e-01	4.991173e-01	0	0	1.105224e+00	1.114181e+00	GSTM4;HSP90AA1;SERPINA1;HSP90AB1;SLC2A11;GSR;SLC39A11;MGST2;SLC39A10;SLC2A3;SLC39A13;PRDX6;SLC39A14;SLC5A6;SLC39A9;SLC39A6;HMOX1;BLVRB;SLC39A8;GGT1;SQSTM1;FTL;PPARD
WikiPathways_2019_Human	Type 2 papillary renal cell carcinoma WP4241	6/34	3.690697e-01	5.032769e-01	0	0	1.266139e+00	1.262049e+00	EGLN1;SETD2;SFPQ;PRCC;DVL2;HIF1A
WikiPathways_2019_Human	Mammary gland development pathway - Embryonic development (Stage 1 of 4) WP2813	3/15	3.730248e-01	5.071334e-01	0	0	1.477013e+00	1.456498e+00	ITGB1;ZEB2;AKT1
WikiPathways_2019_Human	PPAR signaling pathway WP3942	11/67	3.762964e-01	5.100403e-01	0	0	1.160733e+00	1.134475e+00	RXRB;FADS2;SLC27A1;CPT1A;ACSL1;OLR1;NR1H3;ACOX3;PLTP;SLC27A4;PPARD
WikiPathways_2019_Human	Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840	14/87	3.788604e-01	5.119735e-01	0	0	1.133317e+00	1.099983e+00	NOTCH2;SMAD1;SMAD4;BCL11B;LEF1;NFATC1;GATA3;RBPJ;ADAM17;LRIG1;TCF4;PROM1;CD34;DSC2
WikiPathways_2019_Human	TLR4 Signaling and Tolerance WP3851	5/28	3.822467e-01	5.137538e-01	0	0	1.284421e+00	1.235213e+00	TRAM1;IRF3;INPP5D;TAB2;MYD88
WikiPathways_2019_Human	Thiamine metabolic pathways WP4297	2/9	3.824612e-01	5.137538e-01	0	0	1.687926e+00	1.622313e+00	TKT;SLC19A2
WikiPathways_2019_Human	Complement Activation WP545	4/22	3.972118e-01	5.304015e-01	0	0	1.312894e+00	1.212176e+00	C1QB;CFD;CD55;C1QC
WikiPathways_2019_Human	miRNA targets in ECM and membrane receptors WP2911	4/22	3.972118e-01	5.304015e-01	0	0	1.312894e+00	1.212176e+00	LAMB2;COL6A1;FN1;LAMC1
WikiPathways_2019_Human	Proteasome Degradation WP183	10/62	4.090923e-01	5.446496e-01	0	0	1.136255e+00	1.015601e+00	PSMD8;PSMA3;PSMD11;PSMB5;PSMD2;PSMD3;HLA-B;HLA-C;HLA-F;HLA-E
WikiPathways_2019_Human	Statin Pathway WP430	5/29	4.127959e-01	5.479592e-01	0	0	1.230831e+00	1.089042e+00	ABCA1;SCARB1;LRP1;PLTP;FDFT1
WikiPathways_2019_Human	Wnt Signaling in Kidney Disease WP4150	6/36	4.240149e-01	5.611962e-01	0	0	1.181592e+00	1.013790e+00	INVS;MAPK8;FZD5;DVL2;RHOA;LRP6
WikiPathways_2019_Human	Blood Clotting Cascade WP272	4/23	4.318961e-01	5.682843e-01	0	0	1.243721e+00	1.044191e+00	SERPINB2;VWF;PLAU;F5
WikiPathways_2019_Human	EBV LMP1 signaling WP262	4/23	4.318961e-01	5.682843e-01	0	0	1.243721e+00	1.044191e+00	MAP3K3;HSP90AA1;MAPK8;CCL5
WikiPathways_2019_Human	Interleukin-1 Induced Activation of NF-kappa-B WP3656	2/10	4.364666e-01	5.709592e-01	0	0	1.476849e+00	1.224372e+00	PRKCZ;SQSTM1
WikiPathways_2019_Human	Liver X Receptor Pathway WP2874	2/10	4.364666e-01	5.709592e-01	0	0	1.476849e+00	1.224372e+00	FASN;NR1H3
WikiPathways_2019_Human	Cells and Molecules involved in local acute inflammatory response  WP4493	3/17	4.555614e-01	5.942105e-01	0	0	1.265863e+00	9.952532e-01	ITGB1;ITGB2;ITGAL
WikiPathways_2019_Human	Triacylglyceride Synthesis WP325	4/24	4.660087e-01	6.043341e-01	0	0	1.181466e+00	9.021096e-01	GNPAT;DGAT2;GPAM;AGPAT4
WikiPathways_2019_Human	miRNA regulation of p53 pathway in prostate cancer WP3982	4/24	4.660087e-01	6.043341e-01	0	0	1.181466e+00	9.021096e-01	SESN3;EI24;CASP3;DDB2
WikiPathways_2019_Human	Toll-like Receptor Signaling WP3858	5/31	4.730104e-01	6.116514e-01	0	0	1.136019e+00	8.504668e-01	TLR1;IRF3;TOLLIP;TLR8;MYD88
WikiPathways_2019_Human	Nuclear Receptors WP170	6/38	4.782215e-01	6.166179e-01	0	0	1.107612e+00	8.170650e-01	RXRB;NR4A1;VDR;NR1H3;RORA;PPARD
WikiPathways_2019_Human	PTF1A related regulatory pathway WP4147	2/11	4.877853e-01	6.271525e-01	0	0	1.312678e+00	9.423449e-01	KAT2B;RBPJ
WikiPathways_2019_Human	Simplified Depiction of MYD88 Distinct Input-Output Pathway WP3877	3/18	4.951041e-01	6.347488e-01	0	0	1.181403e+00	8.305116e-01	TLR1;TLR8;MYD88
WikiPathways_2019_Human	LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258	14/94	4.991356e-01	6.368161e-01	0	0	1.033727e+00	7.183133e-01	TCF7L2;FZD5;CSNK1A1;CHD8;LEF1;TCF7;SENP2;NLK;LRP6;FRAT1;FRAT2;PLAU;DVL2;ATF3
WikiPathways_2019_Human	Neural Crest Differentiation WP2064	15/101	5.007236e-01	6.368161e-01	0	0	1.030287e+00	7.126504e-01	NOTCH2;ITGB1;HDAC4;SMAD1;RBPJ;HDAC8;ETS1;HDAC9;HDAC6;RHOB;ID1;DVL2;SNAI1;TCF4;FGFR1
WikiPathways_2019_Human	Constitutive Androstane Receptor Pathway WP2875	5/32	5.023772e-01	6.368161e-01	0	0	1.093880e+00	7.530315e-01	NCOA1;NCOA2;HSP90AA1;ABCB1;FOXO1
WikiPathways_2019_Human	Development and heterogeneity of the ILC family WP3893	5/32	5.023772e-01	6.368161e-01	0	0	1.093880e+00	7.530315e-01	BCL11B;ID2;RORA;GATA3;AREG
WikiPathways_2019_Human	Aryl Hydrocarbon Receptor WP2586	7/46	5.067574e-01	6.405641e-01	0	0	1.060211e+00	7.206496e-01	HPGDS;HSP90AA1;MAP2K1;PLAGL1;NF1;CYP1B1;HRAS
WikiPathways_2019_Human	ATM Signaling Pathway WP2516	6/40	5.308007e-01	6.645901e-01	0	0	1.042337e+00	6.601834e-01	ATF2;CCNB1;RAD50;ABL1;CDK1;TP53BP1
WikiPathways_2019_Human	Pregnane X Receptor pathway WP2876	5/33	5.310800e-01	6.645901e-01	0	0	1.054751e+00	6.674914e-01	NCOA1;NCOA2;HSP90AA1;ABCB1;FOXO1
WikiPathways_2019_Human	Cytokines and Inflammatory Response WP530	4/26	5.317533e-01	6.645901e-01	0	0	1.073934e+00	6.782708e-01	CSF1;HLA-DRA;CXCL1;HLA-DRB1
WikiPathways_2019_Human	Apoptosis Modulation by HSP70 WP384	3/19	5.331489e-01	6.645901e-01	0	0	1.107501e+00	6.965677e-01	AIFM1;CASP6;CASP3
WikiPathways_2019_Human	Cell Differentiation - Index expanded WP2023	3/19	5.331489e-01	6.645901e-01	0	0	1.107501e+00	6.965677e-01	MEF2A;ID2;KLF4
WikiPathways_2019_Human	Alanine and aspartate metabolism WP106	2/12	5.360630e-01	6.663767e-01	0	0	1.181341e+00	7.365701e-01	GOT1;GOT2
WikiPathways_2019_Human	Synthesis and Degradation of Ketone Bodies WP311	1/5	5.425936e-01	6.726366e-01	0	0	1.476684e+00	9.028368e-01	ACAT1
WikiPathways_2019_Human	Photodynamic therapy-induced unfolded protein response WP3613	4/27	5.630791e-01	6.961142e-01	0	0	1.027181e+00	5.899465e-01	ERN1;XBP1;ASNS;ATF3
WikiPathways_2019_Human	Splicing factor NOVA regulated synaptic proteins WP4148	6/42	5.810353e-01	7.105894e-01	0	0	9.843137e-01	5.344270e-01	APLP2;STXBP2;CASK;MAP4;PRKCZ;NEO1
WikiPathways_2019_Human	Cell-type Dependent Selectivity of CCK2R Signaling WP3679	2/13	5.811042e-01	7.105894e-01	0	0	1.073883e+00	5.829309e-01	ITPR1;CD38
